StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DEM_1,DEM_2,DEM_3,DEM_4,Russia_False,Russia_False_Conf_1,Maine_True,Maine_true_Conf_1,Oxford_False,Oxford_False_Conf_1,Urchin_True,Urchin_True_Conf_1,Ostrich_False,Ostrich_False_Conf_1,Lungfish_True,Lungfish_True_Conf_1,Eiffel_False,Eiffel_False_Conf_1,Drops_True,Drops_True_Conf_1,Everest_False,Everest_False_Conf_1,Insects_True,Insects_True_Conf_1,Texas_False,Texas_False_Conf_1,Alaska_True,Alaska_True_Conf_1,Water_False,Water_False_Conf_1,China_True,China_True_Conf_1,Tortoises_False,Tortoises_False_Conf_1,Pigs_True,Pigs_True_Conf_1,Russia_True,Russia_True_Conf_1,Maine_False,Maine_False_Conf_1,Oxford_True,Oxford_True_Conf_1,Urchin_False,Urchin_False_Conf_1,Ostrich_True,Ostrich_True_Conf_1,Lungfish_False,Lungfish_False_Conf_1,Eiffel_True,Eiffel_True_Conf_1,Drops_False,Drops_False_Conf_1,Everest_True,Everest_True_Conf_1,Insects_False,Insects_False_Conf_1,Texas_True,Texas_True_Conf_1,Alaska_False,Alaska_False_Conf_1,Water_True,Water_True_Conf_1,China_False,China_False_Conf_1,Tortoise_True,Tortoise_True_Conf_1,Pigs_False,Pigs_False_Conf_1,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,SS_Squash,GF1_Slot,DenNeglect,ProbMatch,WS_1,WS_2,WS_3,WS_4,WS_5,Num1,Num2,Num3,RI_1,RI_2,RI_3,RI_4,RI_5,EI_1,EI_2,EI_3,EI_4,EI_5,CintID,CintID - Topics
2018-03-06 14:17:55,2018-03-06 15:08:16,IP Address,*******,100,3021,True,2018-03-06 15:08:17,R_1YTmXNLM8MtJzuF,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Conservative,College,Female,True,50,False,55,True,90,False,76,True,51,False,50,False,50,False,50,False,50,True,68,False,74,True,100,False,85,True,88,False,65,True,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Fairly profound,,,Fairly profound,,,,Definitely profound,,,,,,,,Fairly profound,,,Somewhat profound,15 points,4,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,a star,reference,loud,500,10,1 in 10,4,Not true or untrue 3,Not true or untrue 3,2,4,Definitely true of myself 5,4,2,2,Definitely not true of myself 1,3510d74a-d606-7d76-fa5d-e13b7bc3e79e,
2018-03-06 14:51:11,2018-03-06 15:08:25,IP Address,*******,100,1033,True,2018-03-06 15:08:26,R_2bPFkcB3C28GJMt,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Liberal,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,60,False,70,False,65,True,59,False,54,True,50,True,60,True,54,True,85,False,69,True,100,False,100,True,81,False,90,True,100,False,100,,,,,,Fairly profound,,,Somewhat profound,,,,,,Somewhat profound,,Somewhat profound,,Definitely profound,Somewhat profound,15 points,1,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,come,whim,reference,daring,450,10,1 in 10,Not true or untrue 3,2,Not true or untrue 3,4,4,4,4,Not true or untrue 3,4,4,e4b93096-a916-776b-5281-069269d21c42,
2018-03-06 14:55:08,2018-03-06 15:10:03,IP Address,*******,100,894,True,2018-03-06 15:10:04,R_2fm0UWdgmaVmknA,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Conservative,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,50,True,100,False,100,True,91,True,50,True,96,True,80,False,99,True,100,False,99,False,100,False,100,True,100,False,100,True,99,False,100,,,,Not at all profound,,Fairly profound,Fairly profound,Fairly profound,,,Somewhat profound,Somewhat profound,,,,,,,,,9 points,0,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,prominent,value,reference,loud,500,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,Definitely not true of myself 1,Definitely true of myself 5,Definitely true of myself 5,4,4,Not true or untrue 3,4,90c4371c-174a-6694-2f0b-01ef642820c9,
2018-03-06 15:07:03,2018-03-06 15:10:09,IP Address,*******,100,185,True,2018-03-06 15:10:10,R_3HhuEb504smmblw,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Conservative,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,82,True,80,True,89,True,72,True,83,True,92,True,81,True,89,True,73,True,83,True,79,False,63,True,85,False,58,False,63,True,84,,,Very profound,Very profound,,Not at all profound,Definitely profound,Fairly profound,,,,,,,,,,Very profound,,,9 points,1,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",elapse,prominent,grimace,eulogy,loud,1000,10,1 in 1000,Definitely not true of myself 1,Not true or untrue 3,Not true or untrue 3,4,2,Note true or untrue 3,Not true or untrue 3,2,Not true or untrue 3,2,0e6888ef-ed25-99ea-83f8-be430f26593a,
2018-03-06 15:01:47,2018-03-06 15:10:38,IP Address,*******,100,531,True,2018-03-06 15:10:39,R_DczfMcdVWVT63Kh,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Liberal,Graduate Degree or Higher,Male,True,95,False,99,True,80,False,80,False,65,True,50,False,98,False,99,False,99,True,99,False,99,True,99,False,99,True,99,False,99,True,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,Not at all profound,Not at all profound,,,,,,Not at all profound,Somewhat profound,,Not at all profound,,,,,,9 points,1,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,,loud,333,10,1 in 10,4,Not true or untrue 3,4,4,4,4,4,2,4,2,93263758-0b01-3a0f-cd4f-010db02cbc8f,
2018-03-06 14:11:26,2018-03-06 15:11:44,IP Address,*******,100,3618,True,2018-03-06 15:11:46,R_30f1V11D8vM5kRc,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Conservative,Graduate Degree or Higher,Male,False,59,True,98,True,64,False,67,True,63,False,63,True,57,True,56,True,85,True,100,True,63,True,84,False,100,True,88,True,68,True,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,Fairly profound,,Definitely profound,,Very profound,,,,Definitely profound,,,,,,Definitely profound,9 points,8,small tray (10 marbles),"Strategy E: Predict green on all of the 60 rolls. ",efface,populate,a star,dream,smart,500,20,1 in 100,4,4,Definitely true of myself 5,4,4,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,4,Definitely true of myself 5,7aa99417-acfa-6c2a-4300-a2823b031bc2,
2018-03-06 14:21:32,2018-03-06 15:12:18,IP Address,*******,100,3046,True,2018-03-06 15:12:19,R_273YunwlaDEeEmY,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,Graduate Degree or Higher,Male,True,99,False,91,True,100,False,54,True,86,True,60,False,80,True,96,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,,Somewhat profound,,,Somewhat profound,,,,,Definitely profound,,,Somewhat profound,,Somewhat profound,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,come,grimace,reference,loud,10,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,2,2,Definitely true of myself 5,4,4,Not true or untrue 3,2,2,f12ed4a2-f725-547a-c4b5-e2055b9ec076,
2018-03-06 14:56:21,2018-03-06 15:12:42,IP Address,*******,100,980,True,2018-03-06 15:12:43,R_3R3YoOlkxyZIOVN,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,Graduate Degree or Higher,Female,True,55,False,100,True,100,False,50,True,65,False,50,False,100,True,50,False,75,True,90,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,,,,,Fairly profound,,Not at all profound,,Very profound,,Very profound,,,,,Definitely profound,,9 points,1,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,prominent,grimace,reference,daring,500,10,1 in 10,4,Not true or untrue 3,2,2,4,4,Not true or untrue 3,Definitely true of myself 5,2,Not true or untrue 3,0588c91d-23cb-9fcd-630a-ffa3590094c1,
2018-03-06 14:11:52,2018-03-06 15:13:06,IP Address,*******,100,3673,True,2018-03-06 15:13:07,R_2bZdJURwAmWGgrv,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Liberal,High School,Female,False,100,True,100,True,100,True,100,False,100,True,100,True,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Not at all profound,,,Very profound,,,,Very profound,,Very profound,,,,,,Not at all profound,9 points,3,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,,reference,brave,10,1,1 in 10,Definitely true of myself 5,Definitely not true of myself 1,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,5c54be29-ccd4-46af-be3e-887fd43579fe,
2018-03-06 14:44:40,2018-03-06 15:13:07,IP Address,*******,100,1706,True,2018-03-06 15:13:08,R_2dpd2JeaAkEbU1e,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Liberal,Some College,Female,False,76,True,62,True,76,False,58,False,63,False,56,False,68,True,61,False,76,True,76,False,82,True,93,False,84,True,92,False,67,True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,Somewhat profound,Definitely profound,Not at all profound,,Not at all profound,Somewhat profound,15 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,reference,loud,45,10,1 in 10,4,Not true or untrue 3,4,Not true or untrue 3,4,4,4,Definitely not true of myself 1,2,Not true or untrue 3,8c40b9f9-8920-fb04-abee-8f6bfd9dbe2d,
2018-03-06 14:12:45,2018-03-06 15:13:12,IP Address,*******,100,3626,True,2018-03-06 15:13:13,R_1Itw3qsn5cQeiw6,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Liberal,Graduate Degree or Higher,Male,False,100,False,100,True,100,True,100,False,50,False,100,False,100,False,85,False,100,True,90,False,100,True,100,False,91,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,,Definitely profound,,,,,,,Definitely profound,,Fairly profound,,,,Very profound,Definitely profound,,9 points,7,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",make level,,inducement,reference,smart,1000,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,4,4,Definitely true of myself 5,Definitely true of myself 5,4,Not true or untrue 3,Definitely true of myself 5,0ee642e8-fe88-8682-0cff-74cde8bc4b3c,
2018-03-06 15:07:07,2018-03-06 15:16:22,IP Address,*******,100,554,True,2018-03-06 15:16:22,R_1ln4JVY7HVkgfzk,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,18-24,Very Liberal,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,96,True,85,True,100,True,97,True,100,False,56,True,65,True,100,True,100,False,100,True,100,False,100,True,100,False,100,True,99,False,100,,Very profound,Definitely profound,,Fairly profound,Fairly profound,,,Very profound,,,,,,,,Definitely profound,,,,15 points,1,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,a star,dream,daring,500,1,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,2,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,Not true or untrue 3,c40736ce-4e53-2738-ecd9-002cc6417914,
2018-03-06 15:02:15,2018-03-06 15:16:29,IP Address,*******,100,854,True,2018-03-06 15:16:30,R_yEf1JMRqtaV2meB,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,18-24,Very Liberal,Some College,Male,False,72,False,95,True,72,False,85,False,55,True,64,False,74,False,98,False,99,True,99,False,99,True,99,False,99,True,99,False,99,True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,Not at all profound,,Somewhat profound,Definitely profound,,,,,Fairly profound,,,Fairly profound,,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,come,whim,reference,outgoing,500,10,1 in 10,Definitely true of myself 5,4,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,4,2,Definitely true of myself 5,2,4,60d38874-72ee-8550-3863-bef808e0c5a2,
2018-03-06 14:57:38,2018-03-06 15:21:10,IP Address,*******,100,1412,True,2018-03-06 15:21:11,R_1lggcAu2lJlmpR7,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,High School,Female,True,96,False,50,True,81,False,50,False,50,False,50,False,65,False,100,False,75,True,100,False,100,True,100,False,100,True,100,False,76,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,Not at all profound,,,,Definitely profound,,Not at all profound,,,,Fairly profound,,,,,Not at all profound,9 points,3,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,,,dream,loud,500,10,1 in 10,4,Not true or untrue 3,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,4,2,Definitely true of myself 5,2,4,f9c6172d-86e3-4003-2d3a-21ed9bb0b2f8,
2018-03-06 15:15:57,2018-03-06 15:24:15,IP Address,*******,100,497,True,2018-03-06 15:24:16,R_2rUZ6aOIA8pZzR3,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Liberal,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,60,False,50,False,100,False,80,True,80,True,70,True,65,True,50,True,100,False,100,False,50,False,60,True,86,False,100,True,96,False,60,Somewhat profound,Not at all profound,Fairly profound,Not at all profound,,,,Somewhat profound,,,,,,,,,,,,Not at all profound,9 points,0,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,reference,brave,67,100,1 in 10,4,2,Not true or untrue 3,4,4,4,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,2,84ea82cd-4ef3-9e40-01da-b4c17decfb18,
2018-03-06 15:17:38,2018-03-06 15:25:26,IP Address,*******,100,468,True,2018-03-06 15:25:27,R_3G9AinHQrGcLPhG,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,Graduate Degree or Higher,Female,False,87,False,100,True,96,False,72,True,75,False,75,False,77,True,69,False,90,True,96,False,77,True,100,False,87,True,98,False,89,True,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,,,Somewhat profound,Somewhat profound,,Fairly profound,Not at all profound,,,,,,Somewhat profound,,,9 points,2,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,dream,loud,500,10,1 in 10,4,4,2,Not true or untrue 3,4,Note true or untrue 3,2,2,2,2,528fa035-86d8-4278-6422-96a4afc631e8,
2018-03-06 14:02:51,2018-03-06 15:26:48,IP Address,*******,100,5037,True,2018-03-06 15:26:49,R_21uYLrBIaVMD2r9,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Conservative,Graduate Degree or Higher,Female,True,58,False,58,True,54,False,53,False,51,False,60,False,90,True,65,False,100,True,80,False,86,True,99,False,91,True,100,False,80,True,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,Not at all profound,Somewhat profound,,,,,,,Somewhat profound,,,Somewhat profound,,,,,Fairly profound,,9 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,come,whim,reference,daring,500,10,1 in 10,4,2,Not true or untrue 3,Not true or untrue 3,4,Note true or untrue 3,4,2,Not true or untrue 3,2,9c036200-6ae9-8290-e917-542880f15ddd,
2018-03-06 14:40:51,2018-03-06 15:31:22,IP Address,*******,100,3031,True,2018-03-06 15:31:23,R_OlkCAO9PYOkqX3b,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Conservative,Graduate Degree or Higher,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,96,True,100,False,100,True,56,True,55,True,60,True,65,False,54,True,100,False,85,True,100,False,100,True,96,False,100,True,91,False,100,,Somewhat profound,,,,,,,,Not at all profound,,,Fairly profound,,Fairly profound,,Somewhat profound,,,Fairly profound,9 points,1,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,whim,reference,daring,500,1,1 in 10,Definitely true of myself 5,4,Not true or untrue 3,2,Not true or untrue 3,2,2,4,4,2,f6427eca-fc3d-373e-a8dd-48698e7f4a10,
2018-03-06 15:00:41,2018-03-06 15:34:07,IP Address,*******,100,2005,True,2018-03-06 15:34:08,R_2S6ONt8b5eTQGkx,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Liberal,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,53,False,100,True,100,True,100,True,81,False,53,True,100,True,100,False,85,False,100,True,99,True,100,True,100,True,86,True,100,False,53,,Fairly profound,,,,Definitely profound,,,Very profound,,Somewhat profound,,,,Fairly profound,Definitely profound,,,,,15 points,0,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",elapse,populate,whim,dream,smart,100,0,1 in 100,Definitely true of myself 5,4,Definitely true of myself 5,2,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,2,4,4,cf5737df-093b-3cea-bcc8-017cbecf380b,
2018-03-06 14:40:09,2018-03-06 15:34:51,IP Address,*******,100,3282,True,2018-03-06 15:34:52,R_21ythMAoCsBYXks,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Liberal,Graduate Degree or Higher,Female,False,100,False,87,True,97,True,100,True,91,True,90,True,97,False,80,False,100,True,100,False,95,True,94,True,100,True,96,False,100,True,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very profound,,,,,,,Very profound,,,,,,Very profound,,Definitely profound,,Definitely profound,Somewhat profound,9 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,populate,whim,reference,smart,500,1,1 in 10,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,4,Definitely true of myself 5,4,Definitely true of myself 5,Not true or untrue 3,4,Definitely not true of myself 1,7dc77899-620f-04f3-2c8e-4eec9b73d54c,
2018-03-06 15:20:04,2018-03-06 15:35:03,IP Address,*******,100,898,True,2018-03-06 15:35:03,R_3IWUzz873YMN7Gy,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Very Liberal,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,50,True,100,False,100,True,86,True,50,True,60,True,55,True,55,False,55,False,100,True,100,False,100,False,100,False,100,True,100,False,100,Fairly profound,Somewhat profound,,,Fairly profound,,,,Fairly profound,,,,,,,,,,Not at all profound,Fairly profound,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,prominent,whim,illusion,daring,50,1,1 in 10,Definitely true of myself 5,Definitely not true of myself 1,2,2,4,4,4,4,Not true or untrue 3,4,d1cd7929-bc80-9aab-263e-4fe65f9c88fe,
2018-03-06 14:20:53,2018-03-06 15:35:52,IP Address,*******,100,4499,True,2018-03-06 15:35:53,R_2dpgkhpxtKclRWl,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Very Conservative,College,Male,True,100,True,100,True,100,True,100,False,100,False,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very profound,,,Fairly profound,,,Definitely profound,,,,,,Very profound,Very profound,,,Not at all profound,9 points,3,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,prominent,whim,illusion,daring,1,1,1 in 1000,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,Definitely true of myself 5,Definitely true of myself 5,a70dc876-214b-4803-e761-fe26963394a1,
2018-03-06 15:21:04,2018-03-06 15:36:14,IP Address,*******,100,910,True,2018-03-06 15:36:16,R_Ac7S9fOe9gs93rj,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Liberal,High School,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,97,True,99,False,99,False,98,False,97,True,98,True,98,False,88,True,99,False,99,False,99,True,99,True,99,True,98,True,99,False,98,,,,Not at all profound,,,Definitely profound,Somewhat profound,,,,,,Not at all profound,Fairly profound,,,Somewhat profound,,,9 points,3,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,populate,,reference,daring,18,100,1 in 10,Definitely true of myself 5,4,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely not true of myself 1,2,4,c4cacf55-04ed-2f9c-2142-f9e181f5358d,
2018-03-06 14:20:21,2018-03-06 15:36:27,IP Address,*******,100,4566,True,2018-03-06 15:36:28,R_VVHqCo8oBASQcrD,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,100,False,91,False,73,False,91,False,91,True,86,True,98,False,100,True,96,False,100,True,80,False,96,True,99,False,97,True,100,False,84,,,,Fairly profound,,,Definitely profound,,,Very profound,Definitely profound,,,Definitely profound,,Fairly profound,,,,,15 points,4,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",elapse,free,a star,dream,brave,5,6,1 in 100,4,Definitely true of myself 5,Definitely true of myself 5,4,Definitely true of myself 5,Definitely true of myself 5,4,Not true or untrue 3,Not true or untrue 3,4,c060044e-6e70-b8ba-8a59-324bc4c8df9b,
2018-03-06 15:25:16,2018-03-06 15:37:47,IP Address,*******,100,751,True,2018-03-06 15:37:48,R_r9fpiUZgg7KUmEp,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,Graduate Degree or Higher,Male,True,91,False,88,True,92,False,88,True,73,True,74,True,78,False,78,False,81,True,90,True,76,True,80,False,90,True,77,False,81,False,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,,Definitely profound,Very profound,,,,,,Very profound,,,,,Very profound,,,Definitely profound,9 points,0,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,,reference,daring,500,10,1 in 10,4,Not true or untrue 3,Not true or untrue 3,2,Definitely true of myself 5,4,4,Not true or untrue 3,Not true or untrue 3,4,d3b97d22-a8bc-8c13-5235-4b92ee971cf6,
2018-03-06 15:30:30,2018-03-06 15:38:07,IP Address,*******,100,456,True,2018-03-06 15:38:08,R_UceWLoextmS0umR,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Liberal,High School,Female,False,50,False,50,True,50,False,75,True,80,False,50,False,100,True,76,False,50,True,76,False,76,True,76,False,76,True,76,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Fairly profound,,,,,,Fairly profound,Fairly profound,,,,,,Fairly profound,,Fairly profound,,15 points,0,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,prominent,,,daring,500,1000,1 in 10,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Definitely true of myself 5,Not true or untrue 3,Definitely true of myself 5,Definitely true of myself 5,df2a977b-2360-63c0-c16c-a101089797ae,
2018-03-06 15:30:32,2018-03-06 15:39:16,IP Address,*******,100,523,True,2018-03-06 15:39:17,R_1gvFfH2FU8F5VBq,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Liberal,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,79,True,100,False,88,True,85,False,92,False,81,True,94,True,85,True,86,False,91,True,87,False,100,True,94,False,91,True,82,True,81,Definitely profound,Definitely profound,,,,,,Fairly profound,,,,,,,Fairly profound,,Definitely profound,,Fairly profound,,15 points,3,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",embroider,free,a star,dream,brave,500,100,1 in 100,Not true or untrue 3,4,Not true or untrue 3,Not true or untrue 3,4,4,4,4,4,4,0a23a429-d771-5096-c83e-9208c146e3fe,
2018-03-06 15:31:57,2018-03-06 15:39:43,IP Address,*******,100,465,True,2018-03-06 15:39:44,R_sZ1UrrVWq32rDdT,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Liberal,Graduate Degree or Higher,Female,False,70,True,85,True,99,False,70,False,82,True,65,False,81,False,81,False,69,True,85,False,73,True,91,False,95,True,97,False,95,True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,,,Fairly profound,,,Fairly profound,,Definitely profound,Somewhat profound,,,,,,,Somewhat profound,15 points,1,small tray (10 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,reference,daring,200,100,1 in 10,4,2,Not true or untrue 3,4,4,4,Not true or untrue 3,Not true or untrue 3,4,Not true or untrue 3,a267b1d3-d70b-4452-8cc4-874c2f0d6307,
